%Time	air T	T Winkler	T Boone
734367.25	67.8	65.57	66.75
734367.2917	69.3	65.24	66.67
734367.3333	71.29999999	65.11	66.85
734367.375	75.8	65.23	67.32
734367.4167	79.4	65.69	68.22
734367.4583	80.6	66.38	69.57
734367.5	81.5	67.46	69.9
734367.5417	82.7	68.75	70.81
734367.5833	82.1	69.93	72.2
734367.625	75.3	71.29	74.81
734367.6667	76	71.44	72.54
734367.7083	75.3	71.38	73.18999999
734367.75	72.2	70.56	73.26
734367.7917	72	69.21	74.29
734367.8333	72.1	68.77	73.12
734367.875	71.9	68.11	72.96
734367.9167	71.3	68.98	71.66
734367.9583	71.3	69.45	70.46
734368	70	70.15	69.91
734368.0417	70	70.63	69.3
734368.0833	69.5	70.73	68.66
734368.125	68.5	70.56	68.22
734368.1667	67.8	70.26	67.77
734368.2083	69.99999999	69.8	67.44
734368.25	70.8	69.28	67.11
734368.2917	70.3	68.81	67.01
734368.3333	74.29999999	68.48	67
734368.375	79.6	68.59	67.78
734368.4167	80	68.91	68.99
734368.4583	80.9	69.41	69.48
734368.5	79.7	69.9	70.47
734368.5417	81	70.4	70.59
734368.5833	81.8	70.57	70.28
734368.625	82.2	70.71	70.76
734368.6667	81.8	71	71.03
734368.7083	80.4	71.08	71.21
734368.75	75.2	71.2	71.03
734368.7917	73.2	70.76	69.89
734368.8333	72.8	70.07	71.77999997
734368.875	72.5	69.52	71.81
734368.9167	71.2	68.97	70.75
734368.9583	71.4	68.65	69.76
734369	71.58360656	68.12	68.91
734369.0417	70.6	67.73	68.59
734369.0833	70.7	67.49	68.17
734369.125	70.6	67.42	67.91
734369.1667	70	67.41	67.66
734369.2083	70	67.37	67.47
734369.25	70	67.31	67.39
734369.2917	70.3	67.25	67.22
734369.3333	71	67.19	67.2
734369.375	70.9	67.16	70.03
734369.4167	73.1	67.18	69.13
734369.4583	76.29999999	67.26	69.03
734369.5	78	67.61	69.53
734369.5417	74.6	68.39	71.06
734369.5833	73.7	69.34	70.47000001
734369.625	73.8	69.25	69.17
734369.6667	73.8	68.7	68.67
734369.7083	76.39999999	68.54	68.31
734369.75	75	68.5	71.13
734369.7917	73.8	68.52	70.6
734369.8333	73.1	68.3	69.37
734369.875	70.9	67.92	68.8
734369.9167	69.8	67.69	68.96
734369.9583	69.7	67.46	70.13
734370	69.17377049	67.25	69.22
734370.0417	67.6	67.02	68.39
734370.0833	66.9	66.76	67.74
734370.125	65.3	66.49	67.37
734370.1667	65.4	66.22	66.96
734370.2083	65.4	66.05	66.72
734370.25	64.3	65.72	66.56
734370.2917	64.9	65.31	66.39
734370.3333	71.89999998	64.98	66.34
734370.375	76	64.85	66.61
734370.4167	77.1	65.11	68.01
734370.4583	78	65.65	69.77
734370.5	78.4	66.58	71.29
734370.5417	80	67.96	72.81
734370.5833	79.7	68.99	73.86
734370.625	82.2	70.2	74.28
734370.6667	80.3	71.11	73.99
734370.7083	79	71.64	73.26
734370.75	77.2	71.62	71.66
734370.7917	74.2	70.86	69.83
734370.8333	72.30000001	69.63	68.54
734370.875	67.9	68.53	67.67
734370.9167	66.9	67.63	67.13
734370.9583	65.3	66.82	66.73
734371	65.19672131	66.08	66.35
734371.0417	65	65.44	66.06
734371.0833	64.6	64.93	65.87
734371.125	62.9	64.48	65.66
734371.1667	63.1	64.16	65.39
734371.2083	62.6	63.78	65.18
734371.25	61.7	63.4	64.93
734371.2917	64.7	63.15	64.79
734371.3333	67.09999999	63.12	65.08
734371.375	69.9	63.37	65.56
734371.4167	72.1	63.73	66.01
734371.4583	72.3	64.06	66.25
734371.5	71.6	64.31	66.42
734371.5417	70.9	64.6	66.86
734371.5833	73.19999999	64.93	67.37
734371.625	67.7	65.19	67.09
734371.6667	65.9	65.15	68.52
734371.7083	70.09999999	64.87	68.97
734371.75	70.2	64.78	69.03
734371.7917	70.6	64.84	68.32
734371.8333	70.8	64.84	67.69
734371.875	70.6	64.75	67.12
734371.9167	70.8	64.67	66.69
734371.9583	71.3	64.66	66.34
734372	71.40655738	64.81	66.18
734372.0417	71.8	65.05	66.15
734372.0833	72.1	65.28	66.11
734372.125	71.3	65.44	66.11
734372.1667	70.6	65.59	66.16
734372.2083	68.80000001	65.64	65.97
734372.25	68.5	65.65	66.25
734372.2917	69.9	65.57	67.21
734372.3333	71.69999999	65.48	67.16
734372.375	77	65.58	66.98
734372.4167	78.8	65.76	67.28
734372.4583	82.39999999	66.24	69.28999999
734372.5	79.6	67.23	69.77
734372.5417	83.4	67.97	70.17
734372.5833	83	68.6	71.55999999
734372.625	85	69.87	73.05
734372.6667	84	70.7	72.13
734372.7083	82.00000001	70.97	71.8
734372.75	77.3	70.57	70.39
734372.7917	72.4	70.11	69.17
734372.8333	70.10000001	69.07	67.88
734372.875	67.7	68.05	66.98
734372.9167	65.9	67.19	66.44
734372.9583	66.3	66.46	66.03
734373	65.36557377	65.81	65.69
734373.0417	63.3	65.24	65.36
734373.0833	63.3	64.67	65.1
734373.125	62.8	64.17	64.84
734373.1667	63.6	63.7	64.6
734373.2083	62.5	63.22	64.39
734373.25	61.3	62.81	64.18
734373.2917	61.1	62.37	64.01
734373.3333	68.89999998	62.03	63.9
734373.375	74.5	62.07	64.62
734373.4167	77.5	62.52	66.21
734373.4583	78.9	63.22	68.07999999
734373.5	78.4	64.27	69.34
734373.5417	80	65.64	71.17
734373.5833	82.69999999	67.08	72.52
734373.625	82	68.45	73.13
734373.6667	81.6	69.41	72.31
734373.7083	78.40000001	69.98	71.81
734373.75	75.1	69.84	70.36
734373.7917	69.9	69.09	68.66
734373.8333	67.10000001	67.87	67.18
734373.875	64.6	66.8	66.22
734373.9167	63.1	65.9	65.67
734373.9583	61.30000001	65.05	65.2
734374	60.97704918	64.24	64.81
734374.0417	59.6	63.55	64.51
734374.0833	59.3	62.92	64.25
734374.125	58.5	62.4	64.13
734374.1667	57.2	61.92	63.74
734374.2083	56.5	61.44	63.43
734374.25	56.5	60.95	63.17
734374.2917	58	60.49	63.02
734374.3333	62.79999999	60.18	62.9
734374.375	66.8	60.16	63.54
734374.4167	70.6	60.59	64.85
734374.4583	72.1	61.42	66.65999999
734374.5	70.6	62.51	67.88
734374.5417	72.5	63.61	67.88
734374.5833	73.5	64.25	66.95
734374.625	72.9	64.67	67.86
734374.6667	71.3	65.03	68.38
734374.7083	69.20000001	65.07	67.16
734374.75	68.3	65.11	68.46
734374.7917	67.2	64.72	70.1
734374.8333	66.3	64.36	68.69
734374.875	65.8	64.06	67.32
734374.9167	65.1	63.82	66.49
734374.9583	64.6	63.59	65.96
734375	64.80491803	63.4	65.58
734375.0417	65.1	63.24	65.31
734375.0833	64.7	63.09	65.16
734375.125	63.8	62.95	64.95
734375.1667	63.3	62.83	64.97
734375.2083	63.5	62.74	64.82
734375.25	63.6	62.61	64.61
734375.2917	63.8	62.48	64.53
734375.3333	65.69999999	62.43	64.56
734375.375	67.5	62.47	64.91
734375.4167	68.5	62.63	65.25
734375.4583	73.29999999	63.2	66.88999999
734375.5	71.6	63.95	68.86
734375.5417	73.7	64.99	69.56
734375.5833	77.49999999	66.24	72.01999999
734375.625	77.1	67.35	72.15
734375.6667	75.9	68.44	71.84
734375.7083	80.09999999	69.03	70.89
734375.75	73.9	69.12	69.44
734375.7917	70.3	68.41	68.11
734375.8333	67.40000001	67.41	66.97
734375.875	64.7	66.41	66.04
734375.9167	62.9	65.52	65.58
734375.9583	63.1	64.65	65.13
734376	63.07377049	63.9	64.71
734376.0417	61.5	63.25	64.36
734376.0833	60.1	62.62	64.09
734376.125	58.7	62.03	63.74
734376.1667	57.7	61.48	63.47
734376.2083	56.9	61	63.17
734376.25	57	60.53	62.89
734376.2917	58.4	60.08	62.68
734376.3333	68.49999997	59.7	62.57
734376.375	73.3	59.61	63.31
734376.4167	70.6	60.01	64.99
734376.4583	77.99999998	60.81	67.13
734376.5	78.6	61.94	69.17333333
734376.5417	76.4	63.52	71.21666666
734376.5833	75.4	64.71	73.25999999
734376.625	77.2	66.28	72.24
734376.6667	79.1	67.3	70.87
734376.7083	78.2	68.01	71.24
734376.75	76.9	68.28	69.24
734376.7917	72	67.85	67.83
734376.8333	67.20000001	67.11	66.94
734376.875	67	66.16	66.18
734376.9167	65.9	65.28	65.81
734376.9583	67.79999999	64.58	65.52
734377	63.58360656	64	65.22
734377.0417	62.6	63.44	64.83
734377.0833	61.6	62.92	64.51
734377.125	61	62.36	64.21
734377.1667	60.5	61.83	63.99
734377.2083	60.3	61.36	63.74
734377.25	59.6	60.94	63.51
734377.2917	60.4	60.58	63.3
734377.3333	68.69999998	60.25	63.33
734377.375	73.8	60.22	63.76
734377.4167	72.1	60.61	65.53
734377.4583	75.69999999	61.52	66.82
734377.5	75.8	62.27	68.32
734377.5417	75.7	63.76	68.69
734377.5833	77.79999999	65.09	68.76
734377.625	75.4	66.5	70.78
734377.6667	75.2	67.95	69.92
734377.7083	75.4	69.15	69.3
734377.75	75.6	69.84	69.34
734377.7917	71.3	69.53	68.45
734377.8333	68.90000001	68.41	67.02
734377.875	67.3	67.1	66.18
734377.9167	66.5	66.03	65.8
734377.9583	66.4	65.12	65.43
734378	65.70491803	64.46	65.28
734378.0417	66	63.91	65.12
734378.0833	68.09999999	63.51	65.99999999
734378.125	66.3	63.25	65.84
734378.1667	66.7	62.99	65.31
734378.2083	66	62.85	65.19
734378.25	65.4	62.73	64.85
734378.2917	65.6	62.6	64.48
734378.3333	69.49999999	62.57	64.76
734378.375	72.2	62.67	65.32
734378.4167	74.6	62.87	66.79
734378.4583	77.49999999	63.38	67.45
734378.5	77.6	64.4	69.25
734378.5417	77	65.64	69.79
734378.5833	78.3	66.75	71.41999999
734378.625	77.8	67.97	73.36
734378.6667	77.2	69.29	72.47
734378.7083	78.7	70.16	71.96
734378.75	75.8	70.58	70.31
734378.7917	70.8	70.28	68.75
734378.8333	67.90000001	69.2	67.5
734378.875	66.7	67.96	66.58
734378.9167	65.8	66.79	66.02
734378.9583	64.9	65.79	65.65
734379	63.88688525	64.98	65.3
734379.0417	63.1	64.3	64.99
734379.0833	63.2	63.68	64.72
734379.125	62.1	63.1	64.55
734379.1667	62	62.59	64.4
734379.2083	61.8	62.16	64.36
734379.25	61.5	61.82	64.08
734379.2917	64.1	61.48	63.8
734379.3333	69.59999998	61.31	63.87
734379.375	74.9	61.36	64.64
734379.4167	77.6	61.69	66.36
734379.4583	78.2	62.39	68.62999999
734379.5	79.6	63.39	70.63
734379.5417	80.6	64.56	72.34
734379.5833	79.2	65.81	73.84
734379.625	79.5	66.75	73.88
734379.6667	79.4	67.87	73.13
734379.7083	78.6	69.1	72.64
734379.75	76.6	69.69	71.07
734379.7917	72.9	69.35	69.07
734379.8333	68.00000001	68.27	67.72
734379.875	66.6	67.1	66.83
734379.9167	65.4	65.97	66.23
734379.9583	64	65.05	65.84
734380	63.19180328	64.25	65.41
734380.0417	62.7	63.53	65.05
734380.0833	61.8	62.91	64.75
734380.125	61.1	62.36	64.47
734380.1667	61	61.85	64.16
734380.2083	60.7	61.42	64.14
734380.25	59.2	60.99	63.83
734380.2917	60.5	60.56	63.55
734380.3333	69.49999997	60.2	63.55
734380.375	76.8	60.09	64.4
734380.4167	80.1	60.42	66.29
734380.4583	81.5	61.17	68.55999999
734380.5	82.5	62.24	70.8
734380.5417	83.3	63.53	72.63
734380.5833	82.9	64.98	73.67
734380.625	82.7	66.36	73.83
734380.6667	82	67.91	73.87
734380.7083	80.4	69.43	72.79
734380.75	78.6	70.19	71
734380.7917	71.8	69.92	69.04
734380.8333	67.80000001	68.68	67.66
734380.875	65.2	67.22	66.72
734380.9167	62.7	65.88	66.08
734380.9583	61	64.78	65.52
734381	59.88360656	63.82	65.07
734381.0417	58.9	63	64.58
734381.0833	58.3	62.29	64.24
734381.125	57.4	61.63	63.91
734381.1667	57.2	61.02	63.6
734381.2083	56.4	60.43	63.27
734381.25	57	59.89	62.98
734381.2917	57	59.34	62.73
734381.3333	66.49999997	58.92	62.6
734381.375	74.6	58.81	63.55
734381.4167	82.1	59.15	65.5
734381.4583	80.8	59.92	68.11999999
734381.5	82.6	61.06	70.36
734381.5417	83.5	62.33	72.31
734381.5833	83.4	63.87	73.13
734381.625	84.3	65.24	73.9
734381.6667	83.4	66.87	73.41
734381.7083	81.8	68.43	72.14
734381.75	80.6	69.28	70.38
734381.7917	71.3	69.03	68.36
734381.8333	65.20000002	67.68	66.9
734381.875	63.4	66.12	66.02
734381.9167	60.8	64.66	65.38
734381.9583	59.9	63.54	64.86
734382	59.08852459	62.61	64.44
734382.0417	58.4	61.83	64.03
734382.0833	57.3	61.17	63.74
734382.125	56.4	60.55	63.41
734382.1667	56	59.98	63.1
734382.2083	56.1	59.43	62.84
734382.25	54.1	58.88	62.54
734382.2917	56.6	58.37	62.26
734382.3333	67.89999997	57.97	62.14
734382.375	75.2	57.88	63.19
734382.4167	80.5	58.19	65.13
734382.4583	82.99999999	59.02	67.64999999
734382.5	84.5	60.24	70.16
734382.5417	83.8	61.73	72.31
734382.5833	84.1	63.31	73.57
734382.625	82.9	64.89	74.15
734382.6667	82.1	66.58	73.85
734382.7083	80.8	68.28	72.74
734382.75	79.2	69.24	70.97
734382.7917	72.6	69.05	68.99
734382.8333	68.30000001	67.88	67.54
734382.875	65.3	66.43	66.52
734382.9167	63.9	65.06	65.91
734382.9583	61.80000001	63.92	65.42
734383	61.38196721	63.03	65.05
734383.0417	60.3	62.23	64.54
734383.0833	58.7	61.55	64.14
734383.125	58.5	60.95	63.81
734383.1667	58.1	60.38	63.47
734383.2083	57.1	59.82	63.2
734383.25	56.5	59.29	62.92
734383.2917	57.9	58.77	62.7
734383.3333	67.69999997	58.38	62.59
734383.375	76.8	58.34	63.57
734383.4167	80.2	58.68	65.51
734383.4583	81.6	59.45	68.07999999
734383.5	80.8	60.68	70.3
734383.5417	82.1	62.13	72.48
734383.5833	82.2	63.62	73.67
734383.625	83.8	65.03	74.24
734383.6667	82.2	66.53	73.88
734383.7083	82.1	68.24	72.69
734383.75	79.2	69.17	71.02
734383.7917	72.8	68.99	69.14
734383.8333	68.20000001	67.86	67.87
734383.875	66.3	66.5	66.87
734383.9167	63.8	65.15	66.11
734383.9583	62.6	63.96	65.4
734384	61.28196721	62.99	64.55
734384.0417	60.2	62.15	64.95
734384.0833	60.4	61.43	64.92
734384.125	62.2	60.84	64.39
734384.1667	65.1	60.38	63.99
734384.2083	64.3	60	63.76
734384.25	65.9	59.67	63.7
734384.2917	66.8	59.37	63.52
734384.3333	74.59999998	59.16	63.51
734384.375	79.8	59.25	64.36
734384.4167	82.2	59.68	66.03
734384.4583	83.7	60.42	68.33999999
734384.5	82.7	61.63	70.88
734384.5417	82.5	62.84	73.08
734384.5833	82.2	64.3	71.18
734384.625	83.3	65.45	72.66
734384.6667	78	66.75	72.55
734384.7083	73.50000001	67.68	70.33000001
734384.75	71.3	67.68	69.22
734384.7917	69.5	67.13	69.37
734384.8333	69.4	66.24	68.3
734384.875	69.7	65.4	67.29
734384.9167	68.6	64.71	66.56
734384.9583	66.70000001	64.13	65.99
734385	65.05409836	63.63	65.3
734385.0417	62.3	62.96	64.44
734385.0833	62.9	62.31	63.79
734385.125	60.4	61.61	63.13
734385.1667	58.1	60.99	62.67
734385.2083	58	60.4	62.37
734385.25	56.1	59.82	61.89
734385.2917	56.2	59.25	61.34
734385.3333	61.89999998	58.67	60.87
734385.375	64.8	58.12	61.26
734385.4167	65.5	57.76	62.44
734385.4583	69.19999999	57.9	64.26999999
734385.5	70.1	58.43	66.49
734385.5417	71.5	59.24	68.32
734385.5833	73.49999999	60.23	69.75
734385.625	73.2	61.25	70.34
734385.6667	73.2	62.52	69.86
734385.7083	70.20000001	64.08	68.63
734385.75	67.3	64.82	66.69
734385.7917	61.3	64.55	64.56
734385.8333	60.4	63.33	63.18
734385.875	59.1	62.01	62.48
734385.9167	57.1	60.69	61.91
734385.9583	55.8	59.47	61.56
734386	56.38032787	58.43	61.07
734386.0417	55.2	57.69	60.72
734386.0833	53.9	57.09	60.43
734386.125	52.3	56.59	60.12
734386.1667	52.4	56.07	59.8
734386.2083	51.9	55.55	59.49
734386.25	49.2	55	59.21
734386.2917	49.4	54.47	58.96
734386.3333	59.89999997	54.02	58.94
734386.375	64.2	53.96	59.89
734386.4167	68.5	54.33	61.5
734386.4583	70.1	54.92	63.78999999
734386.5	71.3	56.1	66.48
734386.5417	70.6	57.46	68.15
734386.5833	72.39999999	58.59	68.48999999
734386.625	73.2	59.81	70.64
734386.6667	72.4	61.6	68
734386.7083	71.5	63.23999999	65.98
734386.75	68.7	63.91	66.08
734386.7917	64.3	64.2	64.78
734386.8333	59.60000001	63.45	63.75
734386.875	57.3	62.36	63
734386.9167	55.4	61.01	62.43
734386.9583	54.1	59.78	61.99
734387	52.48852459	58.72	61.54
734387.0417	51.8	57.86	61.18
734387.0833	50.7	57.1	60.87
734387.125	49.7	56.44	60.47
734387.1667	48.9	55.89	60.15
734387.2083	49.2	55.34	59.85
734387.25	48.2	54.81	59.55
734387.2917	49.6	54.36	59.27
734387.3333	59.29999997	53.99	59.17
734387.375	68.7	53.93	60.07
734387.4167	72.5	54.31	62.06
734387.4583	74.1	55.09	64.80999999
734387.5	74.2	56.31	67.42
734387.5417	76.6	57.75	69.48
734387.5833	75.3	59.12	70.94
734387.625	75.3	60.47	71.32
734387.6667	76.4	61.98	71.01
734387.7083	74.50000001	63.86999999	69.98
734387.75	73.5	64.98	68.08
734387.7917	69.8	65.11	66.24
734387.8333	63.40000002	64.19	64.94
734387.875	60.3	62.99	64.1
734387.9167	58.9	61.67	63.5
734387.9583	56.90000001	60.45	63.02
734388	56.19836066	59.4	62.58
734388.0417	56.1	58.59	62.21
734388.0833	55.4	57.89	61.89
734388.125	54.4	57.31	61.58
734388.1667	53.4	56.82	61.3
734388.2083	52.3	56.34	61.03
734388.25	51.2	55.9	60.74
734388.2917	52.4	55.43	60.52
734388.3333	62.49999997	55.08	60.4
734388.375	72.4	55.02	61.34
734388.4167	77.6	55.35	63.37
734388.4583	83.39999998	56.09	65.98999999
734388.5	83	57.3	68.64
734388.5417	85.9	58.76	70.73
734388.5833	84.7	60.26999999	71.94
734388.625	78.4	61.57	70.49
734388.6667	78.5	63.42	69.88
734388.7083	78.3	65.23999999	70.49
734388.75	77.6	65.89	69.37
734388.7917	72.1	66.04	67.59
734388.8333	70.9	65.37	66.23
734388.875	68.8	64.34	65.39
734388.9167	69.4	63.2	64.88
734388.9583	65.30000001	62.19	64.6
734389	62.38360656	61.34	64.28
734389.0417	61.4	60.69	64
734389.0833	61.6	60.18	63.74
734389.125	69.6	59.76	63.57
734389.1667	69.4	59.49	63.49
734389.2083	71.39999999	59.25	63.54
734389.25	70.7	59.15	63.54
734389.2917	70.8	59.09	63.57
734389.3333	70.2	59.31	63.87
734389.375	71.7	59.71	64.24
734389.4167	68.6	60.21	64.8
734389.4583	69.1	60.66	65.17
734389.5	69.5	61.06	65.45
734389.5417	70.2	61.56	66.51
734389.5833	69	62.04	67.54
734389.625	70.9	62.27	67.24
734389.6667	72.4	62.58	67.95
734389.7083	74	62.97	67.95
734389.75	70.3	63.21	67.33
734389.7917	68.2	63.2	66.25
734389.8333	68.9	63.06	65.56
734389.875	68.9	62.82	65.1
734389.9167	68.2	62.45	64.67
734389.9583	66.6	62.13	64.29
734390	64.79016393	61.81	63.89
734390.0417	64.2	61.48	63.68
734390.0833	60.30000001	61.08	63.24
734390.125	59.9	60.54	62.58
734390.1667	58.8	59.98	62.14
734390.2083	59.4	59.45	61.82
734390.25	57.1	59.04	61.49
734390.2917	55.3	58.59	61.17
734390.3333	68.09999996	58.21	61.02
734390.375	70.3	58.04	61.8
734390.4167	74.4	58.14	63.19
734390.4583	76.59999999	58.58	65.22999999
734390.5	77.3	59.4	67.63
734390.5417	77.8	60.33	69.32
734390.5833	79.1	61.31	70.54
734390.625	78.8	62.19	70.97
734390.6667	77.9	63.16	70.43
734390.7083	74.50000001	64.58	68.77000001
734390.75	68.6	65.45	66.99
734390.7917	66.7	65.18	65.23
734390.8333	66.9	64.3	64.27
734390.875	67.4	63.2	63.56
734390.9167	65.1	62.1	62.98
734390.9583	64.2	61.19	62.64
734391	63.78360656	60.45	62.53
734391.0417	62.8	59.93	62.51
734391.0833	62.9	59.58	62.44
734391.125	63.1	59.33	62.26
734391.1667	62.7	59.15	62.12
734391.2083	62.8	59.01	62.06
734391.25	63.3	58.86	62.01
734391.2917	63.2	58.71	61.65
734391.3333	66.49999999	58.59	61.58
734391.375	70.6	58.65	61.98
734391.4167	77.7	58.9	62.95
734391.4583	78.4	59.25	65.78999999
734391.5	77.9	59.8	67.59
734391.5417	81.9	60.85	69.58
734391.5833	79.70000001	61.76	70.9
734391.625	76.6	62.7	69.26
734391.6667	72.4	63.47	67.47
734391.7083	68.90000001	64.26	66.07
734391.75	67.9	64.44	65.12
734391.7917	67.4	64.14	64.51
734391.8333	65.30000001	63.56	64.26
734391.875	63.1	62.81	63.89
734391.9167	62.7	62.15	63.74
734391.9583	63.4	61.61	63.66
734392	63.3	61.27	63.63
734392.0417	63.3	60.99	63.66
734392.0833	63.8	60.82	63.66
734392.125	63.4	60.73	64.37
734392.1667	63.2	60.66	64.9
734392.2083	63.2	60.58	64.65
734392.25	60.9	60.48	64.06
734392.2917	60.6	60.37	63.74
734392.3333	62	60.19	63.5
734392.375	62.1	60.06	63.56
734392.4167	62.2	60.06	63.74
734392.4583	62	60.16	65.28
734392.5	60.9	60.2	65.56
734392.5417	61.5	60.22	64.85
734392.5833	63	60.29	64.95
734392.625	65.1	60.66	65.31
734392.6667	68.1	61.2	65.74
734392.7083	65.20000001	61.91	65.9
734392.75	62.1	62.3	65.43
734392.7917	61.6	62.33	64.64
734392.8333	62	61.87	64.11
734392.875	63.6	61.33	64.03
734392.9167	66.1	60.95	63.71
734392.9583	65.8	60.83	65.38
734393	65.91147541	60.74	64.94
734393.0417	66.6	60.67	64.34
734393.0833	67.1	60.63	64.18
734393.125	66.3	60.63	64.09
734393.1667	66.1	60.71	63.98
734393.2083	65.7	60.76	63.94
734393.25	65.2	60.78	63.87
734393.2917	67	60.75	63.67
734393.3333	71.29999999	60.77	63.56
734393.375	73.4	60.94	64.4
734393.4167	74.1	61.21	64.97
734393.4583	70.90000001	61.6	66.13
734393.5	75.4	62.19	68.04
734393.5417	77.3	62.77	69.8
734393.5833	77	63.44	70.16
734393.625	71.3	64.03	71.29
734393.6667	70.5	64.55	70.28
734393.7083	71.4	65.18	69.22
734393.75	68	65.42	67.34
734393.7917	65.2	64.85	65.82
734393.8333	62.70000001	63.96	64.76
734393.875	62.3	62.85	63.84
734393.9167	58.5	61.87	63.4
734393.9583	58.3	60.95	62.87
734394	58.27540984	60.17	62.31
734394.0417	56.8	59.45	61.97
734394.0833	56.4	58.79	61.58
734394.125	55.5	58.2	61.22
734394.1667	51.8	57.62	60.83
734394.2083	50.5	57.03	60.54
734394.25	52.7	56.47	60.2
734394.2917	54.7	55.88	60.01
734394.3333	64.79999997	55.45	59.92
734394.375	69.9	55.35	60.64
734394.4167	70.8	55.53	62.29
734394.4583	75.09999999	56.03	64.54999999
734394.5	76.1	56.97	67.11
734394.5417	78.4	58.12	69.2
734394.5833	79.3	59.2	70.56
734394.625	77.2	60.42	70.99
734394.6667	78.5	61.92	70.53
734394.7083	75.10000001	63.66	69.32
734394.75	71.9	64.72	67.49
734394.7917	66.2	64.67	65.58
734394.8333	65.4	63.7	64.27
734394.875	63.6	62.4	63.59
734394.9167	64.7	61.09	62.93
734394.9583	63.3	59.94	62.74
734395	63.41147541	59.03	62.26
734395.0417	64.1	58.41	61.93
734395.0833	62.10000001	58.07	61.61
734395.125	63.2	57.83	61.35
734395.1667	61.6	57.62	61.22
734395.2083	61.7	57.34	61.03
734395.25	61.6	56.99	60.93
734395.2917	62.3	56.62	60.88
734395.3333	69.89999998	56.27	60.86
734395.375	74.5	56.14	61.73
734395.4167	75.8	56.38	63.42
734395.4583	78.19999999	56.93	65.53999999
734395.5	78.6	57.91	68.05
734395.5417	80.9	59.07	69.89
734395.5833	82.1	60.07	71.22
734395.625	79.5	61.18	71.46
734395.6667	80.7	62.72	70.13
734395.7083	77.90000001	63.98	69.43
734395.75	74.8	65.2	68.03
734395.7917	68.7	65.32	66.53
734395.8333	65.80000001	64.54	65.23
734395.875	63.4	63.58	64.54
734395.9167	62.8	62.54	64.13
734395.9583	62	61.51	63.67
734396	60.79508197	60.62	63.37
734396.0417	60.5	59.91	62.93
734396.0833	59.2	59.34	62.65
734396.125	57.9	58.89	62.45
734396.1667	57.9	58.4	62.03
734396.2083	57.2	57.95	61.79
